瘤痢,瘤痢疙,老矫,弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%),啊炼矫埃(hr),钦拌 老荤樊(MJ/m2),乞闭 傈款樊(1/10)
159,何魂,2018-12-05,4.8,14.9,,2.6,49.1,9.9,11.74,5.1
159,何魂,2018-12-06,5.1,9.8,3.1,3.1,72.3,9.9,4.32,9.6
159,何魂,2018-12-07,-3.2,5.2,,2.8,39.5,9.9,7.61,9
159,何魂,2018-12-08,-5.4,3,,2.3,39.5,9.9,12.22,2.5
159,何魂,2018-12-09,-4.1,4.9,,3.3,29.3,9.9,12.51,5.1
159,何魂,2018-12-10,-2.4,10.7,,2,36.5,9.9,12.23,.9
159,何魂,2018-12-11,3,8.3,2.8,3.5,83.3,9.8,2.73,9.1
159,何魂,2018-12-12,.5,7.2,,3.6,46.5,9.8,12.4,0
159,何魂,2018-12-13,-1.5,8.1,,3.6,44.9,9.8,12,1
159,何魂,2018-12-14,-2.2,6.2,,4.3,35.5,9.8,12.61,0
159,何魂,2018-12-15,-1.5,10.4,,1.8,36.6,9.8,11.92,1.9
159,何魂,2018-12-16,3.3,8.7,4.4,2.4,66.9,9.8,2.46,7
159,何魂,2018-12-17,3.1,9.4,,3.7,51.8,9.8,9.59,1
159,何魂,2018-12-18,1.8,9.7,,2.2,50.4,9.8,11.26,.6
159,何魂,2018-12-19,5.2,13.7,,4.7,55.4,9.8,10.22,3.8
159,何魂,2018-12-20,8.3,12.2,,1.8,59.8,9.8,3.45,6.9
159,何魂,2018-12-21,8,17.2,,1.6,71,9.8,6.78,1.8
159,何魂,2018-12-22,9.4,17.6,0,1.6,62.1,9.8,10.55,3.8
159,何魂,2018-12-23,3.9,13.3,3.6,2.3,52.6,9.8,8.21,4.5
159,何魂,2018-12-24,.9,8.2,,4,25.6,9.8,12.89,1.6
159,何魂,2018-12-25,.2,9.9,,3.2,27.8,9.8,11.23,6.3
159,何魂,2018-12-26,3.8,11,0,2.8,39.3,9.8,8.81,8.5
159,何魂,2018-12-27,-4.7,4.9,,3.2,17,9.8,12.65,2.8
159,何魂,2018-12-28,-7.1,1.2,,4.1,27.4,9.8,12.82,0
159,何魂,2018-12-29,-5.5,2.1,,4.6,26.3,9.8,12.87,0
159,何魂,2018-12-30,-5.2,5.6,,3.5,30.4,9.8,12.54,2.6
159,何魂,2018-12-31,-.1,10.6,0,2.4,36.5,9.8,8.93,6.1
