년월일,총량(kw),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10)
2013-01-01,507.36,-2.8,8.0,,3.1,48.5,9.9,8.99,3.4
2013-01-02,625.2,-5.9,3.6,,4.0,40.9,9.9,10.3,1.5
2013-01-03,656.88,-7.7,-1.0,,3.9,26.3,9.9,10.77,2.8
2013-01-04,701.28,-8.1,2.8,,3.7,24.6,9.9,11.36,0.3
2013-01-05,686.4,-3.8,3.4,,3.4,26.4,9.9,11.14,0.8
2013-01-06,654.72,-2.8,6.6,,3.9,33.6,9.9,11.1,3.4
2013-01-07,706.08,-2.0,7.1,,3.7,17.6,9.9,11.58,0.9
2013-01-08,657.6,-1.9,7.0,,2.7,27.1,9.9,10.78,0.3
2013-01-09,689.28,-4.0,2.5,,3.1,25.5,9.9,11.21,1.3
2013-01-10,751.44,-5.8,4.5,,3.9,22.4,10.0,12.23,0.0
2013-01-11,724.08,-5.3,7.7,,3.1,23.8,10.0,11.85,2.1
2013-01-12,667.92,1.6,11.3,,3.1,40.3,10.0,11.17,1.4
2013-01-13,147.12,1.4,8.1,,3.0,51.0,10.0,3.42,9.1
2013-01-14,630.48,2.1,11.0,,3.7,43.1,10.0,10.88,0.5
2013-01-15,563.76,0.7,10.1,,2.1,49.1,10.1,10.21,2.0
2013-01-16,600.48,0.9,10.3,,2.6,46.8,10.1,10.22,1.8
2013-01-17,464.64,-2.0,5.1,0.0,3.2,48.9,10.1,8.34,2.9
2013-01-18,756.72,-4.3,6.8,,4.0,32.1,10.1,12.41,0.0
2013-01-19,708.24,-2.7,8.4,,3.1,39.8,10.1,11.85,0.4
2013-01-20,426.0,1.0,11.0,,2.0,49.6,10.2,8.32,7.1
2013-01-21,14.16,7.1,9.0,20.5,2.4,83.3,10.2,0.76,10.0
2013-01-22,164.4,5.3,9.0,2.0,3.3,76.0,10.2,4.09,10.0
2013-01-23,254.16,4.4,8.3,,3.5,72.3,10.2,5.73,9.8
2013-01-24,456.48,1.0,6.9,,4.2,56.6,10.3,8.56,2.8
2013-01-25,809.76,-3.1,4.8,,3.8,26.5,10.3,13.34,0.0
2013-01-26,868.8,-4.6,3.7,,3.3,24.9,10.3,14.02,0.0
2013-01-27,758.16,-5.4,3.2,,3.2,33.3,10.3,13.16,0.5
2013-01-28,841.2,-4.7,7.6,,2.8,33.0,10.4,13.83,0.0
2013-01-29,652.56,-0.1,10.4,,1.8,48.8,10.4,11.34,3.6
2013-01-30,636.96,2.8,13.1,,1.2,55.0,10.4,11.25,3.1
2013-01-31,362.16,5.3,13.3,,1.4,63.8,10.5,7.04,7.9
2013-02-01,3.84,9.5,13.4,25.5,4.9,84.6,10.5,0.25,8.3
2013-02-02,778.8,3.4,13.5,,2.7,39.5,10.5,12.88,2.0
2013-02-03,379.68,0.4,9.0,1.0,1.9,48.4,10.5,7.6,7.0
2013-02-04,625.68,3.6,11.9,3.5,2.4,67.5,10.6,9.22,6.8
2013-02-05,135.84,3.5,8.8,3.5,3.8,66.9,10.6,2.92,9.0
2013-02-06,736.56,1.1,9.3,,3.6,64.6,10.6,14.52,4.3
2013-02-07,654.72,-7.9,3.2,,4.0,34.3,10.7,11.19,4.4
2013-02-08,874.56,-10.7,2.8,,3.3,31.3,10.7,14.24,3.8
2013-02-09,858.48,-4.5,5.2,,3.6,28.1,10.7,14.28,2.3
2013-02-10,857.76,-3.2,8.4,,3.7,36.4,10.8,14.29,0.0
2013-02-11,885.6,-1.9,7.3,,2.2,38.8,10.8,14.61,0.9
2013-02-12,140.88,-0.8,6.6,0.1,2.3,61.3,10.8,3.37,8.1
2013-02-13,947.76,-2.6,7.7,,2.8,37.0,10.9,15.64,2.5
2013-02-14,681.36,1.8,10.2,,2.4,30.5,10.9,12.27,7.6
2013-02-15,855.12,0.9,10.5,,3.3,21.4,10.9,14.79,3.4
2013-02-16,1017.36,-3.2,8.4,,3.4,24.3,11.0,16.92,0.4
2013-02-17,164.88,1.0,8.2,2.5,0.9,59.3,11.0,4.01,9.1
2013-02-18,68.64,4.9,7.1,10.5,2.4,76.8,11.0,1.95,10.0
2013-02-19,306.72,0.1,6.4,,2.3,47.0,11.1,6.74,6.4
2013-02-20,1042.08,-3.3,7.2,,2.5,20.0,11.1,17.71,0.0
2013-02-21,940.56,-1.5,8.6,,2.4,27.5,11.1,16.42,2.5
2013-02-22,805.68,1.8,10.6,,3.1,32.3,11.2,14.95,4.0
2013-02-23,1066.08,-1.0,8.3,,2.5,28.5,11.2,18.29,0.0
2013-02-24,957.12,-0.8,10.5,,3.0,27.1,11.3,16.81,2.9
2013-02-25,891.6,3.2,12.3,,2.4,27.6,11.3,16.78,2.6
2013-02-26,110.16,6.0,10.8,0.0,1.6,56.0,11.3,0.17,8.4
2013-02-27,970.56,5.4,17.2,,2.4,51.5,11.4,13.38,1.4
2013-02-28,914.64,7.1,16.4,,2.8,40.3,11.4,16.95,3.1
2013-03-01,383.52,1.1,14.2,8.0,5.4,52.3,11.4,8.6,6.6
2013-03-02,1030.32,-2.0,8.6,,3.9,42.8,11.5,17.99,1.4
2013-03-03,1048.8,1.5,12.1,,2.8,28.3,11.5,19.01,0.3
2013-03-04,913.92,1.6,11.8,,3.2,30.8,11.5,16.62,0.3
2013-03-05,1054.08,3.6,13.6,,4.6,34.3,11.6,19.53,0.0
2013-03-06,890.16,5.3,16.4,,5.3,34.6,11.6,16.89,0.0
2013-03-07,321.6,10.8,15.1,0.3,6.1,67.3,11.6,6.83,4.5
2013-03-08,682.8,8.0,17.4,,3.9,56.0,11.7,13.24,2.4
2013-03-09,853.68,9.4,17.8,,4.8,60.4,11.7,16.53,0.0
2013-03-10,840.72,8.3,16.1,,3.8,62.3,11.8,16.43,4.0
2013-03-11,850.8,4.6,13.4,,2.7,53.8,11.8,15.46,1.5
2013-03-12,944.64,5.8,15.1,1.5,4.5,64.9,11.8,17.99,3.4
2013-03-13,45.12,5.2,16.7,16.5,6.6,80.0,11.9,1.16,9.9
2013-03-14,606.24,3.5,9.3,,3.3,59.3,11.9,11.88,6.6
2013-03-15,1056.0,3.5,13.4,,3.8,58.8,11.9,20.37,0.6
2013-03-16,833.76,8.5,17.6,,2.8,37.6,12.0,17.04,2.0
2013-03-17,607.68,7.6,16.2,24.0,3.0,64.5,12.0,12.83,7.0
2013-03-18,644.4,10.9,16.2,42.0,5.3,78.0,12.1,15.3,5.1
2013-03-19,794.88,9.7,16.2,,3.6,65.5,12.1,16.03,3.8
2013-03-20,559.44,4.2,16.6,1.0,3.3,59.4,12.1,12.64,6.4
2013-03-21,1133.52,-0.8,10.0,,4.4,37.8,12.2,21.73,0.0
2013-03-22,519.12,5.4,13.8,,4.3,45.1,12.2,10.69,4.1
2013-03-23,995.28,5.6,14.4,,3.5,49.9,12.2,20.39,5.8
2013-03-24,754.8,8.0,17.1,,2.8,51.8,12.3,15.12,7.3
2013-03-25,1001.52,5.6,14.1,,3.2,45.5,12.3,19.75,3.9
2013-03-26,970.8,3.5,13.4,,2.6,49.1,12.3,19.57,3.5
2013-03-27,993.12,7.5,15.6,0.0,3.3,53.1,12.4,20.29,2.6
2013-03-28,1023.12,9.6,19.3,,3.1,45.9,12.4,20.58,3.1
2013-03-29,973.2,8.2,15.2,,3.6,48.3,12.5,20.03,5.0
2013-03-30,855.12,7.3,14.8,,2.3,50.0,12.5,16.33,5.8
2013-03-31,710.64,7.3,13.7,0.4,3.3,61.0,12.5,14.88,5.9
2013-04-01,915.6,6.8,16.8,,2.3,50.0,12.6,19.18,5.1
2013-04-02,716.4,7.8,17.8,,4.3,54.4,12.6,17.0,5.9
2013-04-03,1125.36,6.2,17.7,,4.4,48.4,12.7,23.5,2.0
2013-04-04,777.6,10.2,19.2,,3.5,41.5,12.7,17.03,4.3
2013-04-05,775.44,8.7,17.5,,2.9,65.3,12.7,15.98,6.1
2013-04-06,120.48,4.2,14.3,58.0,3.4,83.5,12.8,2.86,10.0
2013-04-07,872.16,3.6,14.0,13.5,3.0,49.6,12.8,18.66,4.5
2013-04-08,1071.84,4.0,17.3,,4.5,35.6,12.8,22.34,2.3
2013-04-09,1095.6,7.2,16.8,,5.7,24.6,12.9,23.34,0.4
2013-04-10,922.08,3.5,12.1,,4.2,32.9,12.9,19.41,2.5
2013-04-11,1104.0,5.4,14.8,,5.0,28.5,12.9,23.37,2.1
2013-04-12,1174.08,5.6,15.0,,3.5,28.3,13.0,25.02,0.0
2013-04-13,1095.12,6.1,16.3,,5.8,43.3,13.0,23.59,0.0
2013-04-14,675.12,11.2,18.7,1.5,6.9,51.0,13.0,14.12,2.0
2013-04-15,971.28,6.1,15.8,,3.9,37.4,13.1,19.51,2.6
2013-04-16,848.4,13.1,19.8,,6.6,75.6,13.1,18.37,6.3
2013-04-17,376.56,9.9,18.1,0.2,3.9,74.3,13.1,7.24,10.0
2013-04-18,776.64,9.9,18.0,,3.4,67.8,13.2,18.16,8.0
2013-04-19,800.88,8.0,12.8,,4.3,44.9,13.2,16.74,6.0
2013-04-20,158.64,6.5,9.2,5.0,3.0,69.6,13.2,3.68,9.8
2013-04-21,1159.2,5.5,15.8,,3.1,57.1,13.3,24.88,2.3
2013-04-22,1140.24,7.9,18.5,,3.3,45.3,13.3,25.33,2.6
2013-04-23,93.36,11.3,13.8,44.5,2.1,75.1,13.4,2.22,10.0
2013-04-24,942.48,13.3,23.4,13.0,3.8,58.6,13.4,21.59,4.4
2013-04-25,1080.48,12.0,20.2,,4.0,42.4,13.4,24.15,1.3
2013-04-26,939.12,10.2,19.7,,4.3,30.8,13.4,21.96,1.6
2013-04-27,849.84,10.8,19.0,0.0,3.4,39.8,13.5,18.6,5.3
2013-04-28,986.4,10.9,19.9,,3.4,46.5,13.5,22.78,3.8
2013-04-29,197.28,13.2,18.6,0.5,6.2,74.6,13.6,5.71,8.3
2013-04-30,684.48,11.2,20.6,,3.4,30.9,13.6,16.85,4.9
2013-05-01,584.16,10.5,15.8,,3.6,56.6,13.6,14.48,6.0
2013-05-02,942.24,10.2,16.6,,3.6,62.9,13.6,22.24,7.5
2013-05-03,1025.76,10.0,17.4,,3.2,62.4,13.7,23.22,3.5
2013-05-04,1090.08,12.3,21.3,,2.7,57.9,13.7,25.02,2.9
2013-05-05,1084.8,13.4,24.3,,4.1,41.9,13.7,26.04,0.0
2013-05-06,1059.6,15.4,27.1,,3.4,34.1,13.8,25.6,0.4
2013-05-07,1027.68,11.9,18.5,,4.2,60.8,13.8,24.54,2.5
2013-05-08,1078.32,10.8,20.4,,2.6,55.3,13.8,26.02,2.4
2013-05-09,671.04,13.8,23.8,0.5,4.4,63.3,13.9,16.11,8.6
2013-05-10,515.04,14.8,23.1,27.0,3.5,79.5,13.9,13.42,7.3
2013-05-11,1085.04,15.4,24.9,,2.8,51.4,13.9,26.35,2.4
2013-05-12,1047.12,14.6,23.6,,5.3,63.9,13.9,25.67,0.5
2013-05-13,1065.12,15.3,22.1,,4.5,61.9,14.0,26.73,0.0
2013-05-14,1054.56,14.0,24.6,,3.1,54.9,14.0,26.8,2.3
2013-05-15,908.4,15.4,23.6,,4.2,72.5,14.0,21.4,6.5
2013-05-16,624.0,14.0,16.6,,4.7,65.5,14.0,11.04,7.9
2013-05-17,1061.52,13.6,21.0,,4.0,61.3,14.1,26.13,7.0
2013-05-18,777.6,12.1,20.8,0.0,1.9,62.3,14.1,18.61,7.0
2013-05-19,253.44,16.2,20.2,29.0,1.9,87.9,14.1,4.83,10.0
2013-05-20,674.16,15.9,22.1,,3.5,73.6,14.1,16.7,5.9
2013-05-21,1138.56,14.5,21.8,,3.2,48.6,14.2,28.73,0.0
2013-05-22,1012.8,16.2,26.4,,2.5,44.4,14.2,25.31,0.0
2013-05-23,1009.44,17.3,24.8,,1.9,36.9,14.2,25.29,0.0
2013-05-24,1031.28,17.4,28.1,,2.4,51.6,14.2,26.45,1.5
2013-05-25,915.12,15.9,24.0,,2.2,73.3,14.2,22.96,4.3
2013-05-26,812.64,15.5,24.9,,1.4,67.3,14.3,20.26,8.3
2013-05-27,251.52,18.2,22.5,39.0,3.0,78.5,14.3,6.24,10.0
2013-05-28,91.2,17.8,20.8,105.5,3.4,90.9,14.3,2.72,9.1
2013-05-29,523.92,17.4,23.9,,4.2,76.9,14.3,16.33,8.5
2013-05-30,699.6,17.9,25.1,,2.7,49.3,14.3,18.33,6.0
2013-05-31,483.6,18.8,24.4,,1.2,47.0,14.4,12.43,8.0
2013-06-01,294.72,18.2,22.0,,1.7,55.0,14.4,7.52,9.1
2013-06-02,923.52,17.1,24.4,,2.5,61.0,14.4,23.51,4.3
2013-06-03,1070.88,15.5,24.9,,2.5,62.5,14.4,27.78,0.0
2013-06-04,1009.92,17.7,27.2,,1.9,54.5,14.4,26.03,0.4
2013-06-05,807.12,18.8,26.2,,1.6,67.4,14.4,19.95,4.6
2013-06-06,999.6,17.2,25.7,,2.6,74.1,14.4,25.63,4.3
2013-06-07,901.68,18.5,24.0,,2.8,69.1,14.4,22.25,5.1
2013-06-08,756.72,17.5,24.7,,3.3,63.5,14.5,18.2,8.5
2013-06-09,503.52,19.4,23.7,,3.8,65.0,14.5,10.41,8.6
2013-06-10,777.12,18.9,26.2,,3.1,61.9,14.5,17.14,8.1
2013-06-11,307.2,20.3,23.4,6.5,3.1,73.3,14.5,6.26,9.6
2013-06-12,527.04,19.9,25.2,2.0,2.2,82.6,14.5,15.77,9.0
2013-06-13,772.32,19.7,24.6,,2.3,82.9,14.5,15.61,9.6
2013-06-14,334.8,20.6,23.9,3.0,1.8,92.1,14.5,6.96,10.0
2013-06-15,1039.92,20.6,26.4,,2.4,79.1,14.5,27.01,3.9
2013-06-16,975.84,20.5,25.3,,3.3,85.4,14.5,25.99,2.3
2013-06-17,934.08,21.1,27.8,,4.6,72.4,14.5,24.38,5.5
2013-06-18,164.88,22.2,23.7,21.5,5.1,94.0,14.5,4.46,10.0
2013-06-19,137.04,20.2,23.0,100.0,2.6,96.5,14.5,4.06,9.8
2013-06-20,435.6,20.5,25.9,,1.5,83.5,14.5,13.55,8.5
2013-06-21,448.32,20.3,23.9,,2.0,77.6,14.5,9.91,9.1
2013-06-22,642.72,19.9,25.7,0.5,2.0,76.8,14.5,16.48,8.9
2013-06-23,206.88,20.0,24.1,3.0,2.4,83.4,14.5,5.87,10.0
2013-06-24,926.16,19.9,26.6,,2.3,69.9,14.5,24.95,5.4
2013-06-25,351.84,20.8,25.0,8.0,2.1,81.6,14.5,9.0,9.5
2013-06-26,594.48,19.6,27.3,14.5,2.5,72.8,14.5,16.89,7.3
2013-06-27,663.6,21.0,26.3,,2.1,68.8,14.5,17.49,7.5
2013-06-28,941.76,20.9,27.3,,2.9,67.5,14.5,24.73,6.0
2013-06-29,1047.36,20.3,27.0,,2.9,67.5,14.5,27.28,1.5
2013-06-30,668.4,21.5,27.1,,2.6,71.9,14.5,15.3,5.5
2013-07-01,745.44,22.1,27.5,,2.8,77.0,14.5,18.99,8.5
2013-07-02,111.12,22.7,25.7,8.5,7.7,92.0,14.5,4.07,10.0
2013-07-03,217.92,22.2,26.2,44.5,5.4,88.8,14.5,6.36,9.8
2013-07-04,139.44,21.8,25.3,46.5,5.2,88.9,14.5,5.11,10.0
2013-07-05,87.6,22.5,24.2,0.5,6.6,87.9,14.5,2.42,10.0
2013-07-06,414.0,22.2,26.6,0.0,4.1,82.4,14.4,13.11,9.6
2013-07-07,127.44,22.3,25.3,20.5,4.0,89.1,14.4,3.59,9.5
2013-07-08,620.4,24.8,27.7,0.5,10.1,82.8,14.4,16.26,8.9
2013-07-09,1027.68,24.4,29.0,,6.1,75.5,14.4,26.32,5.4
2013-07-10,1008.24,23.3,28.9,,5.0,74.1,14.4,27.21,3.0
2013-07-11,1024.08,23.6,29.2,,5.5,71.8,14.4,26.99,2.4
2013-07-12,893.04,23.8,30.5,,5.7,70.1,14.4,23.76,5.4
2013-07-13,736.8,24.8,30.4,1.5,4.8,78.6,14.3,17.77,8.3
2013-07-14,593.04,26.1,30.5,,5.1,73.0,14.3,14.65,7.6
2013-07-15,734.64,25.6,29.8,0.3,4.8,75.0,14.3,18.39,7.5
2013-07-16,965.04,24.4,29.7,,6.9,72.4,14.3,24.39,4.5
2013-07-17,912.24,25.9,29.4,,6.0,66.5,14.3,21.68,4.6
2013-07-18,872.16,24.2,31.0,,3.9,65.4,14.2,23.23,4.6
2013-07-19,945.36,22.9,28.4,,3.1,74.9,14.2,26.0,3.0
2013-07-20,953.28,25.3,31.3,,4.8,69.1,14.2,25.76,3.8
2013-07-21,891.36,25.5,31.2,,5.7,68.8,14.2,23.51,5.0
2013-07-22,847.68,25.9,31.9,,4.7,68.0,14.2,22.59,6.8
2013-07-23,332.16,25.6,28.7,,5.5,71.8,14.1,9.96,8.5
2013-07-24,390.72,23.6,27.8,0.2,4.7,76.0,14.1,8.08,7.9
2013-07-25,934.32,23.4,29.3,,3.6,72.9,14.1,24.42,4.4
2013-07-26,921.6,22.3,31.7,,3.0,65.5,14.1,23.88,3.8
2013-07-27,615.12,24.9,31.6,,2.6,57.9,14.0,14.34,6.9
2013-07-28,385.2,22.9,29.3,8.0,3.2,79.8,14.0,9.92,9.9
2013-07-29,564.48,24.1,31.9,,3.8,75.4,14.0,17.06,7.8
2013-07-30,661.44,22.6,29.9,,2.1,77.5,14.0,17.12,7.0
2013-07-31,755.04,26.0,31.2,,5.3,71.1,13.9,22.44,7.8
2013-08-01,808.32,24.7,31.1,,2.0,74.9,13.9,20.75,7.5
2013-08-02,729.84,24.7,31.4,,1.9,75.5,13.9,17.6,7.8
2013-08-03,682.56,25.6,31.5,1.0,3.2,72.4,13.9,17.52,7.5
2013-08-04,773.04,25.5,33.2,1.0,3.6,71.5,13.8,19.7,6.9
2013-08-05,906.24,25.6,34.3,,4.2,62.5,13.8,22.57,3.9
2013-08-06,966.24,25.4,32.5,,4.2,70.8,13.8,23.64,3.3
2013-08-07,884.64,25.3,33.3,,3.6,72.0,13.7,23.98,3.4
2013-08-08,943.44,25.3,31.3,,4.3,70.9,13.7,23.55,2.1
2013-08-09,952.32,23.5,32.4,,3.7,72.5,13.7,23.93,2.1
2013-08-10,881.04,23.8,33.9,,3.6,68.6,13.6,23.04,1.6
2013-08-11,907.44,28.0,33.1,,2.7,58.5,13.6,22.65,1.1
2013-08-12,953.52,26.0,32.5,,2.8,58.8,13.6,24.09,0.0
2013-08-13,968.64,23.8,32.6,,3.1,62.8,13.6,24.43,0.5
2013-08-14,969.6,25.6,32.3,,3.6,62.6,13.5,24.19,0.0
2013-08-15,960.48,26.6,34.4,,3.5,57.1,13.5,24.28,0.8
2013-08-16,984.72,25.8,33.5,,3.9,59.0,13.5,24.62,2.0
2013-08-17,944.4,26.1,33.1,,4.9,62.4,13.4,23.55,0.6
2013-08-18,941.76,26.4,34.1,,4.3,61.3,13.4,23.99,0.5
2013-08-19,943.44,27.0,35.0,,3.4,58.9,13.4,23.2,2.3
2013-08-20,870.0,27.3,33.9,,2.8,58.3,13.3,21.31,4.3
2013-08-21,890.4,26.2,33.6,,3.2,62.1,13.3,21.21,5.1
2013-08-22,328.08,27.3,31.9,1.0,2.3,73.6,13.3,9.16,8.0
2013-08-23,368.16,25.3,30.3,30.5,3.6,81.4,13.2,9.05,9.9
2013-08-24,78.0,22.4,26.7,58.5,2.1,86.0,13.2,2.71,10.0
2013-08-25,849.84,22.7,30.7,10.0,2.3,65.9,13.2,20.56,6.5
2013-08-26,664.8,23.4,30.2,,2.6,58.1,13.1,17.03,2.6
2013-08-27,988.32,24.3,33.3,,3.4,48.8,13.1,22.89,2.5
2013-08-28,942.0,24.2,31.4,,3.0,57.9,13.1,20.72,1.4
2013-08-29,700.32,24.0,32.0,7.5,6.3,71.4,13.0,16.49,6.8
2013-08-30,377.28,23.4,27.1,2.0,3.3,75.3,13.0,9.39,9.6
2013-08-31,532.32,21.3,27.9,33.0,2.3,70.6,12.9,13.49,8.1
2013-09-01,748.32,20.8,28.6,,3.4,59.8,12.9,17.76,7.0
2013-09-02,1067.52,21.2,28.9,,3.0,55.9,12.9,23.21,3.6
2013-09-03,132.96,21.6,24.1,0.2,3.3,64.3,12.8,3.53,9.6
2013-09-04,884.4,20.5,28.3,,4.0,51.4,12.8,22.19,3.8
2013-09-05,776.4,19.5,26.6,,2.9,55.8,12.8,16.44,6.9
2013-09-06,188.4,20.3,22.1,0.5,3.5,65.9,12.7,4.57,10.0
2013-09-07,192.48,19.5,22.5,16.0,2.6,76.1,12.7,5.06,8.6
2013-09-08,851.04,19.2,27.6,,1.7,66.5,12.7,19.28,4.8
2013-09-09,867.12,20.1,27.6,,2.3,62.0,12.6,20.32,2.9
2013-09-10,937.92,20.5,28.9,,1.9,60.6,12.6,20.6,4.0
2013-09-11,806.4,22.3,28.1,,3.1,66.3,12.6,17.17,8.0
2013-09-12,381.12,24.0,28.2,,2.2,66.6,12.5,9.29,8.9
2013-09-13,645.12,23.9,29.9,0.0,4.0,72.3,12.5,13.58,5.9
2013-09-14,521.28,23.8,29.7,0.5,2.6,72.6,12.5,12.36,8.0
2013-09-15,941.28,21.6,31.4,,2.5,51.9,12.4,20.95,0.0
2013-09-16,883.44,20.8,28.2,,3.0,51.1,12.4,19.85,1.0
2013-09-17,966.48,19.0,28.1,,2.1,52.6,12.3,20.86,0.0
2013-09-18,936.24,20.4,28.8,,2.6,46.3,12.3,19.87,0.0
2013-09-19,897.12,21.7,28.5,,3.6,58.5,12.3,20.13,1.4
2013-09-20,985.44,20.9,30.6,,2.3,57.8,12.2,21.01,0.1
2013-09-21,923.04,22.0,30.5,,2.3,57.4,12.2,19.79,0.3
2013-09-22,885.6,21.4,29.4,,3.8,60.5,12.2,17.74,5.4
2013-09-23,941.04,21.0,28.0,,3.3,60.4,12.1,17.75,3.3
2013-09-24,919.44,20.9,28.2,,2.0,62.9,12.1,19.12,4.8
2013-09-25,169.44,18.3,25.4,2.0,2.6,68.6,12.1,4.19,8.5
2013-09-26,598.08,17.3,24.9,,2.4,48.5,12.0,12.75,3.6
2013-09-27,831.36,17.5,25.8,,2.5,47.6,12.0,18.1,2.8
2013-09-28,523.68,19.6,27.0,,1.8,55.1,12.0,12.09,8.5
2013-09-29,272.4,21.5,25.9,6.5,2.8,75.5,11.9,6.05,9.8
2013-09-30,395.28,21.1,25.9,4.5,2.0,76.0,11.9,8.43,8.1
2013-10-01,816.72,20.5,27.2,,3.0,64.3,11.8,15.66,3.8
2013-10-02,269.28,19.4,24.6,,2.6,65.5,11.8,7.07,6.6
2013-10-03,736.8,16.8,24.6,,2.8,56.1,11.8,12.57,3.3
2013-10-04,971.76,15.1,25.6,,3.1,46.6,11.7,19.37,0.6
2013-10-05,540.0,18.5,25.7,0.2,3.6,61.0,11.7,11.05,7.0
2013-10-06,147.6,21.6,24.9,5.5,3.6,77.4,11.7,2.95,9.4
2013-10-07,590.16,22.4,29.8,0.5,2.9,68.4,11.6,12.98,9.6
2013-10-08,22.32,19.9,23.5,83.0,4.8,82.8,11.6,1.42,9.5
2013-10-09,209.76,19.3,22.1,0.5,2.5,75.3,11.5,5.35,10.0
2013-10-10,319.2,20.4,25.5,0.5,2.5,76.5,11.5,6.92,9.4
2013-10-11,807.12,16.3,26.4,,4.6,52.9,11.5,15.99,1.8
2013-10-12,963.84,14.0,22.7,,2.5,35.3,11.4,18.18,0.0
2013-10-13,909.12,14.7,25.0,,2.4,46.3,11.4,17.37,0.3
2013-10-14,861.12,16.7,26.7,,1.9,63.8,11.4,16.51,0.0
2013-10-15,696.72,13.8,25.9,,3.9,59.3,11.3,13.57,4.8
2013-10-16,801.36,11.5,19.4,,3.4,41.3,11.3,15.65,1.3
2013-10-17,679.2,11.1,20.5,,2.1,44.0,11.3,13.43,4.9
2013-10-18,789.6,13.9,22.7,,3.5,49.8,11.2,14.18,5.6
2013-10-19,456.24,15.1,22.8,,3.4,56.3,11.2,8.96,8.6
2013-10-20,635.04,16.8,24.7,,2.1,57.6,11.2,12.18,4.6
2013-10-21,799.44,15.0,23.8,,2.9,55.3,11.1,15.4,3.9
2013-10-22,399.6,15.7,21.4,,4.0,57.3,11.1,8.04,6.4
2013-10-23,696.96,15.7,23.1,,3.8,57.6,11.1,11.59,5.9
2013-10-24,212.4,15.6,21.3,1.0,2.5,63.1,11.0,5.22,9.8
2013-10-25,756.24,12.0,21.5,,3.6,40.9,11.0,13.97,3.6
2013-10-26,857.04,9.1,20.2,,3.3,42.6,11.0,15.42,0.6
2013-10-27,864.24,10.0,20.6,,3.1,40.1,10.9,15.45,0.0
2013-10-28,799.92,10.8,22.1,,2.0,46.3,10.9,14.51,3.9
2013-10-29,731.52,12.4,22.0,,2.7,37.0,10.9,13.6,1.1
2013-10-30,797.52,12.8,21.6,,2.4,45.9,10.8,14.5,2.6
2013-10-31,333.84,13.4,21.7,,1.4,53.8,10.8,7.29,5.4
2013-11-01,632.4,15.2,22.7,,2.7,61.4,10.8,12.05,3.1
2013-11-02,600.24,14.8,23.6,,1.8,66.4,10.7,11.35,4.8
2013-11-03,361.44,16.1,22.9,0.5,1.6,65.1,10.7,7.59,7.6
2013-11-04,653.52,13.2,20.7,,3.3,50.8,10.7,12.0,0.4
2013-11-05,783.6,12.9,21.7,,2.3,52.5,10.6,13.74,0.0
2013-11-06,256.8,12.5,20.4,2.5,2.2,72.3,10.6,5.35,5.6
2013-11-07,690.24,12.8,21.2,,3.6,44.0,10.6,12.5,0.0
2013-11-08,742.56,9.1,19.2,,2.6,47.0,10.5,13.5,3.9
2013-11-09,311.76,12.8,19.8,31.5,2.2,68.5,10.5,6.58,8.9
2013-11-10,587.04,7.2,23.8,3.0,3.6,52.3,10.5,10.16,3.4
2013-11-11,856.32,5.1,11.6,,4.2,35.5,10.5,14.49,0.3
2013-11-12,743.52,3.3,12.0,,3.3,38.6,10.4,12.84,1.9
2013-11-13,780.0,3.8,15.3,,2.2,50.8,10.4,13.36,0.9
2013-11-14,562.08,8.9,16.5,1.5,3.4,56.4,10.4,10.87,5.9
2013-11-15,671.28,8.2,18.2,0.1,2.4,57.3,10.3,11.97,1.6
2013-11-16,653.76,9.0,17.5,,3.3,54.9,10.3,11.4,0.3
2013-11-17,732.24,6.2,14.2,0.0,5.3,44.0,10.3,12.42,1.3
2013-11-18,706.56,3.5,10.6,,5.7,42.6,10.3,11.65,2.9
2013-11-19,650.88,3.4,9.9,,7.1,44.8,10.2,11.6,1.5
2013-11-20,744.96,3.7,11.3,,4.8,41.9,10.2,12.72,0.3
2013-11-21,748.8,1.9,11.9,,2.5,46.3,10.2,12.87,0.0
2013-11-22,721.92,3.7,14.4,,2.9,44.6,10.2,12.45,0.0
2013-11-23,614.16,5.5,14.2,,3.1,52.6,10.1,10.96,2.3
2013-11-24,497.52,7.9,16.2,13.0,3.0,56.0,10.1,8.85,7.8
2013-11-25,415.92,5.7,16.7,9.0,7.9,53.9,10.1,7.32,4.4
2013-11-26,721.68,3.6,10.5,,4.5,42.5,10.1,12.3,2.1
2013-11-27,392.88,1.2,13.3,0.5,5.2,53.4,10.1,7.33,6.3
2013-11-28,501.6,-0.8,5.9,,3.3,49.5,10.0,9.45,1.3
2013-11-29,704.16,-0.1,8.4,,3.4,47.5,10.0,12.44,0.1
2013-11-30,698.4,2.3,12.4,,2.9,50.4,10.0,12.08,0.0
2013-12-01,586.32,5.0,14.5,,2.5,52.3,10.0,10.31,0.0
2013-12-02,697.92,3.1,12.5,,3.5,44.9,10.0,12.19,0.0
2013-12-03,621.6,3.9,12.5,,3.0,49.3,10.0,10.93,0.0
2013-12-04,611.76,4.9,14.2,,2.3,48.6,9.9,10.91,0.0
2013-12-05,496.08,6.2,14.1,,3.0,39.5,9.9,9.47,5.4
