일시,최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),가조시간(hr),합계 일사량(MJ/m2),평균 전운량(1/10),총량(kw)
2018-10-24,12.5,21.9,,1.4,57.6,11.0,17.45,0.0,352.8
2018-10-25,12.2,22.4,,1.1,60.4,11.0,16.79,0.6,340.08
2018-10-26,13.6,19.0,3.9,2.0,76.8,11.0,3.21,6.8,60.24
2018-10-27,9.6,16.0,,3.7,50.3,10.9,11.19,1.9,321.36
2018-10-28,8.1,18.3,,4.6,56.0,10.9,15.69,2.0,342.0
2018-10-29,10.6,19.4,0.0,4.2,53.4,10.9,11.78,2.4,260.16
2018-10-30,8.0,15.4,,2.9,49.0,10.8,17.25,0.0,353.28
2018-10-31,7.9,16.5,,2.9,48.3,10.8,16.33,2.1,346.32
2018-11-01,7.9,17.8,,2.7,51.3,10.8,16.14,0.1,336.0
2018-11-02,8.2,19.6,,1.2,53.4,10.7,16.16,0.0,327.48
2018-11-03,9.2,20.7,,1.2,51.6,10.7,15.36,2.3,307.92
2018-11-04,11.0,22.5,,2.4,47.6,10.7,15.9,1.1,314.28
2018-11-05,10.4,21.3,,1.9,64.6,10.6,14.88,0.8,300.72
2018-11-06,12.2,22.0,,2.2,68.6,10.6,14.26,2.6,283.68
2018-11-07,14.7,20.1,,2.4,69.5,10.6,6.26,9.3,124.68
2018-11-08,15.2,18.8,101.2,4.7,91.3,10.6,0.98,9.6,16.92
2018-11-09,11.8,17.9,,4.5,63.6,10.5,10.63,3.0,259.32
2018-11-10,10.6,19.6,,2.8,56.4,10.5,14.45,0.0,19.68
2018-11-11,10.2,20.6,1.0,1.2,66.4,10.5,11.05,5.9,0.0
2018-11-12,11.0,15.2,2.8,2.1,77.3,10.4,4.81,8.9,100.56
2018-11-13,10.3,18.4,0.0,3.1,71.6,10.4,11.05,3.8,155.52
2018-11-14,9.0,19.1,,2.5,68.0,10.4,14.07,1.1,213.0
2018-11-15,8.9,18.8,,1.6,65.6,10.4,13.19,2.3,210.0
2018-11-16,10.5,16.5,0.0,1.6,71.0,10.3,4.58,8.0,76.68
2018-11-17,9.7,18.1,,1.9,57.1,10.3,12.9,1.6,201.96
2018-11-18,9.1,12.9,,3.5,39.5,10.3,4.92,8.0,73.56
2018-11-19,7.6,17.2,,2.5,40.1,10.2,12.28,3.0,190.56
2018-11-20,6.6,15.3,,3.0,42.3,10.2,13.71,0.3,198.72
2018-11-21,7.9,13.5,,1.6,39.9,10.2,5.32,9.1,89.04
2018-11-22,4.2,12.3,,3.1,35.0,10.2,14.14,1.3,258.36
2018-11-23,2.7,11.9,,2.1,33.8,10.1,13.27,0.6,264.6
2018-11-24,3.2,12.5,2.3,1.4,67.3,10.1,4.31,4.0,83.76
2018-11-25,6.2,14.8,,1.8,67.6,10.1,12.13,3.8,227.28
2018-11-26,5.8,16.8,,1.8,61.1,10.1,11.32,2.6,235.56
2018-11-27,10.6,19.9,,2.3,53.1,10.1,12.98,0.5,257.88
2018-11-28,7.9,17.8,,1.7,52.1,10.0,11.4,1.1,236.88
2018-11-29,6.0,15.9,,0.9,41.1,10.0,10.97,2.8,227.16
2018-11-30,7.4,16.4,,1.8,46.8,10.0,11.12,1.0,224.4
2018-12-01,7.8,14.2,,2.1,49.9,10.0,7.16,7.6,147.24
2018-12-02,9.5,18.8,0.0,2.1,69.0,10.0,11.0,5.0,220.68
2018-12-03,14.5,18.8,17.2,2.7,94.3,10.0,3.57,8.4,72.96
2018-12-04,10.3,16.8,27.9,2.0,78.1,9.9,2.91,9.3,67.32
2018-12-05,4.8,14.9,,2.6,49.1,9.9,11.74,5.1,243.72
2018-12-06,5.1,9.8,3.1,3.1,72.3,9.9,4.32,9.6,88.32
2018-12-07,-3.2,5.2,,2.8,39.5,9.9,7.61,9.0,164.52
2018-12-08,-5.4,3.0,,2.3,39.5,9.9,12.22,2.5,250.44
2018-12-09,-4.1,4.9,,3.3,29.3,9.9,12.51,5.1,259.8
2018-12-10,-2.4,10.7,,2.0,36.5,9.9,12.23,0.9,249.84
2018-12-11,3.0,8.3,2.8,3.5,83.3,9.8,2.73,9.1,39.84
2018-12-12,0.5,7.2,,3.6,46.5,9.8,12.4,0.0,248.52
2018-12-13,-1.5,8.1,,3.6,44.9,9.8,12.0,1.0,239.04
2018-12-14,-2.2,6.2,,4.3,35.5,9.8,12.61,0.0,252.84
2018-12-15,-1.5,10.4,,1.8,36.6,9.8,11.92,1.9,240.84
2018-12-16,3.3,8.7,4.4,2.4,66.9,9.8,2.46,7.0,44.64
2018-12-17,3.1,9.4,,3.7,51.8,9.8,9.59,1.0,233.16
2018-12-18,1.8,9.7,,2.2,50.4,9.8,11.26,0.6,242.76
2018-12-19,5.2,13.7,,4.7,55.4,9.8,10.22,3.8,202.56
2018-12-20,8.3,12.2,,1.8,59.8,9.8,3.45,6.9,64.68
2018-12-21,8.0,17.2,,1.6,71.0,9.8,6.78,1.8,137.88
2018-12-22,9.4,17.6,0.0,1.6,62.1,9.8,10.55,3.8,215.64
2018-12-23,3.9,13.3,3.6,2.3,52.6,9.8,8.21,4.5,190.32
2018-12-24,0.9,8.2,,4.0,25.6,9.8,12.89,1.6,249.12
2018-12-25,0.2,9.9,,3.2,27.8,9.8,11.23,6.3,229.8
2018-12-26,3.8,11.0,0.0,2.8,39.3,9.8,8.81,8.5,195.36
2018-12-27,-4.7,4.9,,3.2,17.0,9.8,12.65,2.8,252.12
2018-12-28,-7.1,1.2,,4.1,27.4,9.8,12.82,0.0,251.28
2018-12-29,-5.5,2.1,,4.6,26.3,9.8,12.87,0.0,252.96
2018-12-30,-5.2,5.6,,3.5,30.4,9.8,12.54,2.6,246.48
2018-12-31,-0.1,10.6,0.0,2.4,36.5,9.8,8.93,6.1,243.96
2019-01-01,-1.9,5.5,,4.2,41.9,9.8,12.34,0.4,243.96
2019-01-02,-2.5,6.4,,3.2,34.6,9.9,12.64,0.0,247.32
2019-01-03,-1.7,8.4,,3.5,22.0,9.9,12.83,0.0,245.88
2019-01-04,1.4,8.2,,3.1,22.3,9.9,7.69,5.4,149.76
2019-01-05,2.2,10.7,,2.9,31.8,9.9,10.25,4.6,158.04
2019-01-06,1.3,10.7,,2.1,30.5,9.9,11.08,4.3,218.16
2019-01-07,0.7,9.5,,3.5,22.8,9.9,11.38,2.9,219.96
2019-01-08,-0.7,8.2,,3.0,35.5,9.9,11.9,3.6,230.64
2019-01-09,-2.6,7.6,,3.0,36.8,9.9,10.22,5.3,210.72
2019-01-10,2.5,9.0,,3.3,35.1,10.0,10.71,4.8,219.0
2019-01-11,0.4,12.2,,2.6,54.9,10.0,9.68,5.0,212.64
2019-01-12,4.7,8.3,0.7,3.2,78.8,10.0,3.89,8.9,100.08
2019-01-13,3.2,12.5,,2.5,56.1,10.0,10.03,2.6,213.12
2019-01-14,2.4,13.5,,1.5,43.8,10.0,12.46,3.0,241.92
2019-01-15,1.4,10.4,,3.3,42.3,10.1,10.79,6.0,219.24
2019-01-16,-4.4,5.6,,3.5,28.9,10.1,13.77,1.5,270.0
2019-01-17,-2.0,7.6,,3.3,43.5,10.1,13.41,0.9,267.36
2019-01-18,1.1,10.8,,3.1,30.4,10.1,13.7,2.1,266.4
2019-01-19,4.2,12.2,0.5,2.5,49.1,10.1,9.62,8.0,183.12
2019-01-20,0.5,10.6,0.2,3.1,46.1,10.2,12.88,2.0,261.12
2019-01-21,-2.3,7.9,,3.6,34.6,10.2,14.18,0.0,282.48
2019-01-22,0.9,10.6,,2.7,43.8,10.2,14.05,0.0,272.88
2019-01-23,2.1,10.7,,3.3,44.3,10.2,12.83,0.0,258.24
2019-01-24,1.5,11.6,,2.6,30.0,10.3,13.54,0.0,265.56
2019-01-25,-0.1,7.9,,3.1,25.1,10.3,8.96,4.8,187.44
2019-01-26,-2.6,6.3,,4.2,25.0,10.3,15.2,0.0,296.88
2019-01-27,-0.7,9.0,,3.7,29.1,10.3,15.49,0.3,295.8
2019-01-28,2.0,10.9,,4.5,37.4,10.4,12.74,2.8,250.08
2019-01-29,-0.6,11.4,,1.7,46.0,10.4,14.39,0.8,279.36
2019-01-30,5.4,13.7,,3.3,35.9,10.4,14.03,7.6,248.4
2019-01-31,-1.5,8.9,11.3,3.7,73.4,10.5,1.96,7.0,12.84
2019-02-01,-4.2,5.5,,4.2,51.5,10.5,15.77,1.9,258.36
2019-02-02,-1.3,8.3,,3.2,55.1,10.5,15.56,2.5,286.68
2019-02-03,7.4,14.9,21.4,4.8,84.9,10.5,2.57,9.9,12.36
2019-02-04,3.4,10.5,,3.3,28.5,10.6,15.67,4.1,292.56
2019-02-05,2.5,13.0,,2.1,40.4,10.6,15.66,2.8,294.12
2019-02-06,6.6,15.5,,3.0,45.6,10.6,15.29,5.4,278.28
2019-02-07,1.5,13.4,0.0,3.8,45.0,10.7,8.3,6.6,173.52
2019-02-08,-1.4,9.0,,3.2,40.0,10.7,13.85,5.4,263.76
2019-02-09,0.2,5.6,,3.4,28.5,10.7,14.37,8.0,267.36
2019-02-10,-1.3,9.7,0.0,2.4,48.0,10.8,10.18,7.0,204.0
2019-02-11,0.0,6.8,,3.2,29.9,10.8,16.42,3.5,308.04
2019-02-12,-0.5,9.4,,3.6,33.1,10.8,16.04,3.3,317.4
2019-02-13,1.2,9.0,,3.1,31.8,10.9,16.06,2.3,323.52
2019-02-14,2.0,11.3,,2.7,54.5,10.9,13.55,5.9,298.68
2019-02-15,4.0,8.8,1.3,3.0,62.9,10.9,7.25,8.4,169.08
2019-02-16,0.4,7.5,,3.3,42.8,11.0,16.83,5.9,351.24
2019-02-17,-1.7,9.5,,2.9,30.9,11.0,18.76,1.8,373.32
2019-02-18,2.2,10.5,0.0,2.3,28.3,11.0,8.27,9.3,176.28
2019-02-19,5.4,10.4,28.8,2.6,89.9,11.1,4.73,7.6,73.2
2019-02-20,2.0,10.3,,3.1,54.3,11.1,17.6,2.6,367.32
2019-02-21,1.5,12.7,,2.2,56.5,11.1,16.79,5.6,353.16
2019-02-22,5.3,14.1,,1.7,60.1,11.2,11.99,7.9,255.6
2019-02-23,6.5,15.2,,3.3,55.1,11.2,13.89,6.0,325.68
2019-02-24,4.6,13.8,,2.7,54.3,11.2,18.85,1.6,95.52
2019-02-25,6.4,16.2,,2.5,50.6,11.3,18.21,2.8,190.8
2019-02-26,6.5,16.0,,1.6,57.5,11.3,17.62,4.3,359.4
2019-02-27,8.8,13.0,0.0,2.2,62.5,11.3,6.8,9.8,130.44
2019-02-28,7.5,16.5,0.0,2.1,63.3,11.4,12.32,6.0,322.92
2019-03-01,7.0,16.1,,2.0,47.9,11.4,17.73,3.1,366.36
2019-03-02,7.1,15.5,,2.4,54.5,11.5,12.56,5.1,299.52
2019-03-03,9.5,15.4,,2.8,52.8,11.5,8.03,9.6,236.76
2019-03-04,8.8,16.9,0.0,2.5,52.6,11.5,17.51,4.8,361.32
2019-03-05,7.9,16.0,,2.9,54.8,11.6,14.15,6.1,285.0
2019-03-06,8.8,13.8,1.1,1.7,67.3,11.6,6.8,7.4,167.88
2019-03-07,7.3,14.0,,2.4,58.4,11.6,12.57,4.3,288.96
2019-03-08,5.6,14.5,,3.2,61.9,11.7,20.16,0.6,411.6
2019-03-09,7.4,15.4,,3.8,58.0,11.7,19.07,4.9,398.28
2019-03-10,6.7,12.2,29.7,3.6,88.1,11.7,2.7,9.1,66.0
2019-03-11,5.8,14.5,0.0,4.4,60.3,11.8,19.87,3.4,411.96
2019-03-12,4.5,14.8,0.1,4.7,53.1,11.8,20.69,2.0,432.6
2019-03-13,0.5,11.4,,4.9,30.6,11.9,18.27,1.6,433.8
2019-03-14,2.7,12.1,,3.8,31.9,11.9,22.69,1.5,464.4
2019-03-15,3.6,13.3,4.0,4.4,55.8,11.9,15.65,4.0,299.4
2019-03-16,2.5,12.6,,4.4,56.3,12.0,21.77,0.0,451.92
2019-03-17,5.4,15.4,,3.0,47.6,12.0,23.14,0.3,471.12
2019-03-18,8.1,14.4,,4.0,58.4,12.0,14.84,8.3,54.48
2019-03-19,9.2,19.3,,3.0,49.0,12.1,21.27,1.8,0.0
2019-03-20,11.2,17.2,33.7,2.8,70.0,12.1,9.13,9.0,0.0
2019-03-21,10.6,21.0,5.7,5.3,63.9,12.2,18.48,7.8,56.04
2019-03-22,5.4,14.4,,3.4,48.4,12.2,22.19,3.0,471.6
2019-03-23,3.7,13.5,,3.9,36.9,12.2,22.8,4.3,474.36
2019-03-24,2.0,11.1,,4.6,44.8,12.3,25.2,0.0,523.44
2019-03-25,4.5,11.8,,4.3,41.6,12.3,14.19,6.5,310.32
2019-03-26,7.2,20.7,,2.8,44.8,12.3,22.92,0.5,474.36
2019-03-27,12.3,18.7,,7.2,48.5,12.4,22.4,4.0,463.92
2019-03-28,10.7,16.1,,2.8,67.4,12.4,17.79,6.9,409.2
2019-03-29,10.5,17.1,,2.9,73.4,12.4,18.81,6.9,407.52
2019-03-30,5.6,16.1,1.1,4.0,61.8,12.5,18.95,5.9,398.04
2019-03-31,4.4,13.5,,4.9,37.6,12.5,25.43,2.6,531.24
2019-04-01,2.1,14.1,,2.7,31.0,12.6,23.17,2.4,458.88
2019-04-02,4.5,15.0,,3.6,39.1,12.6,26.09,0.3,533.64
2019-04-03,5.7,13.9,,4.2,32.0,12.6,25.98,0.0,532.68
2019-04-04,6.0,17.4,,4.3,32.9,12.7,25.95,2.6,526.08
2019-04-05,10.1,18.0,,5.8,48.4,12.7,22.95,2.1,470.4
2019-04-06,10.4,18.4,,2.7,59.0,12.7,24.6,0.0,499.92
2019-04-07,9.9,15.9,13.2,2.1,76.4,12.8,6.73,7.4,135.6
2019-04-08,9.5,18.3,,3.1,65.1,12.8,23.71,4.0,486.72
2019-04-09,8.4,15.8,8.3,4.5,59.1,12.8,15.64,7.4,329.28
2019-04-10,7.9,12.9,6.9,4.0,74.4,12.9,7.84,9.4,193.32
2019-04-11,6.8,14.2,,2.3,61.3,12.9,14.37,6.6,304.08
2019-04-12,7.4,16.4,2.5,2.6,59.1,13.0,21.61,4.8,449.16
2019-04-13,9.2,17.2,,3.0,51.0,13.0,20.45,5.3,423.0
2019-04-14,10.6,15.6,0.0,4.4,50.9,13.0,7.75,6.4,215.4
2019-04-15,7.9,17.9,,3.6,40.3,13.1,27.18,0.0,548.4
2019-04-16,10.3,21.2,,2.3,37.0,13.1,24.57,4.9,493.32
2019-04-17,14.3,23.4,,3.9,43.5,13.1,21.63,4.8,442.92
2019-04-18,14.2,20.0,,5.2,60.8,13.2,26.73,2.6,552.72
2019-04-19,10.1,16.8,,3.3,61.4,13.2,14.3,7.8,344.04
2019-04-20,9.7,18.2,,2.9,61.0,13.2,27.16,1.1,551.16
2019-04-21,13.4,22.0,,2.5,65.4,13.3,18.79,6.8,403.92
2019-04-22,14.1,22.2,,2.8,62.5,13.3,26.11,3.6,523.56
2019-04-23,14.5,19.5,7.3,2.1,73.4,13.3,7.69,9.4,138.24
2019-04-24,15.1,20.5,16.1,2.1,95.1,13.4,9.05,9.5,289.56
2019-04-25,13.0,16.3,0.1,2.8,73.0,13.4,6.08,9.9,127.08
2019-04-26,8.5,13.1,5.3,2.4,86.8,13.4,3.24,9.5,63.36
2019-04-27,8.1,16.3,,2.8,58.4,13.5,25.62,4.8,557.52
2019-04-28,10.7,16.9,,1.8,58.3,13.5,15.23,7.5,343.92
2019-04-29,12.1,13.8,25.3,2.6,87.9,13.5,2.56,9.9,43.08
2019-04-30,13.1,18.9,0.0,2.1,83.5,13.6,12.68,8.3,288.48
2019-05-01,14.3,20.8,,2.9,72.1,13.6,18.14,7.0,395.4
2019-05-02,14.8,21.7,,3.8,54.8,13.6,28.13,0.0,571.44
2019-05-03,15.3,23.1,,2.4,41.9,13.7,28.63,0.0,577.92
2019-05-04,15.1,23.6,,1.8,53.0,13.7,26.14,3.9,526.32
2019-05-05,15.4,23.9,,3.8,51.5,13.7,26.47,5.5,543.6
2019-05-06,12.8,21.3,0.0,3.3,55.4,13.7,24.62,4.3,500.28
2019-05-07,11.0,20.0,,3.9,49.0,13.8,29.66,0.9,604.8
2019-05-08,12.9,21.6,,4.3,36.0,13.8,23.49,6.0,484.32
2019-05-09,16.0,22.9,,3.7,37.4,13.8,26.26,5.1,531.24
2019-05-10,16.0,23.8,,2.5,38.6,13.9,26.05,4.8,505.56
2019-05-11,14.3,24.4,,2.2,42.4,13.9,29.8,1.9,578.04
2019-05-12,15.9,25.8,,2.5,43.5,13.9,30.0,2.4,591.96
2019-05-13,14.8,20.7,,2.8,67.1,14.0,25.16,6.8,521.4
2019-05-14,17.2,24.7,0.0,3.2,72.6,14.0,27.58,5.0,550.32
2019-05-15,18.7,25.7,,1.5,60.1,14.0,27.34,5.8,568.68
2019-05-16,18.0,26.7,,1.7,62.0,14.0,28.09,5.0,571.8
2019-05-17,17.8,23.7,0.0,2.4,65.5,14.1,22.85,7.5,496.44
2019-05-18,16.5,20.4,37.1,3.6,86.9,14.1,3.63,9.8,69.0
2019-05-19,18.0,21.9,8.4,2.8,83.1,14.1,8.14,10.0,257.4
2019-05-20,14.1,23.3,1.1,4.1,66.8,14.1,17.35,6.3,369.6
2019-05-21,12.2,22.3,,3.7,45.5,14.1,31.5,0.3,663.12
2019-05-22,15.8,24.6,,4.1,51.1,14.2,31.66,0.0,652.8
2019-05-23,16.2,26.1,,3.5,71.4,14.2,29.59,0.8,608.76
2019-05-24,16.2,25.4,,3.2,68.5,14.2,28.71,0.0,583.44
2019-05-25,19.2,30.1,,3.4,53.5,14.2,23.34,7.3,498.72
2019-05-26,18.5,25.7,,3.5,65.4,14.2,27.79,7.0,563.76
2019-05-27,18.4,20.9,28.4,6.6,93.9,14.3,1.1,9.9,14.64
2019-05-28,15.1,22.5,,2.9,58.9,14.3,20.66,7.1,514.68
2019-05-29,14.0,25.4,,3.8,46.1,14.3,30.92,0.8,643.2
2019-05-30,17.8,26.9,,3.6,34.4,14.3,26.34,6.5,561.24
2019-05-31,14.9,22.9,1.1,4.1,59.9,14.3,20.0,5.8,5.88
2019-06-01,16.2,24.8,,2.9,60.9,14.4,25.83,8.5,0.0
2019-06-02,17.4,24.6,,2.6,53.8,14.4,26.18,5.9,0.0
2019-06-03,17.4,25.6,,2.9,54.9,14.4,29.15,2.0,412.92
2019-06-04,19.2,26.5,,2.5,63.4,14.4,29.82,0.0,619.2
2019-06-05,20.4,29.7,,2.4,58.9,14.4,29.52,1.6,625.44
2019-06-06,17.8,27.0,28.0,2.4,75.9,14.4,21.99,7.1,455.04
2019-06-07,16.8,20.0,45.7,2.5,91.1,14.4,3.36,10.0,86.04
2019-06-08,17.0,22.2,,2.3,76.3,14.4,21.68,7.1,543.12
2019-06-09,16.4,22.1,,2.9,70.8,14.5,19.75,5.9,619.32
2019-06-10,15.8,22.7,,2.9,67.0,14.5,18.78,6.3,316.56
2019-06-11,16.1,22.1,0.0,2.5,70.4,14.5,15.64,7.5,500.28
2019-06-12,16.9,22.3,,2.4,71.4,14.5,26.23,4.8,572.04
2019-06-13,15.5,23.0,,2.2,74.4,14.5,30.82,3.5,654.96
2019-06-14,17.2,23.7,9.2,2.0,82.5,14.5,6.42,9.6,104.52
2019-06-15,17.2,25.3,1.0,2.7,74.1,14.5,21.57,7.5,530.28
2019-06-16,17.7,23.4,,2.4,75.6,14.5,21.92,5.9,497.76
2019-06-17,17.6,24.6,,3.4,75.0,14.5,25.29,7.0,593.04
2019-06-18,19.5,24.8,0.2,3.5,75.6,14.5,11.22,8.6,276.72
2019-06-19,19.3,27.3,,2.5,71.4,14.5,25.49,4.4,525.36
2019-06-20,21.6,27.5,,3.5,67.1,14.5,26.65,3.4,561.48
2019-06-21,21.0,26.8,,3.3,71.6,14.5,28.48,5.3,596.04
2019-06-22,19.1,25.0,,3.2,66.9,14.5,27.91,6.1,503.4
2019-06-23,18.4,24.8,,2.3,68.4,14.5,23.2,5.0,434.76
2019-06-24,18.0,24.5,,2.4,71.0,14.5,28.84,2.1,627.24
2019-06-25,18.5,26.8,,2.2,71.3,14.5,26.8,4.1,625.2
2019-06-26,19.6,21.8,112.5,2.2,86.6,14.5,1.92,9.4,34.32
2019-06-27,20.7,24.4,36.5,2.6,96.0,14.5,10.78,9.4,312.6
2019-06-28,20.8,25.5,,2.0,88.4,14.5,13.84,8.9,415.68
2019-06-29,20.0,23.7,91.0,2.7,94.8,14.5,3.07,9.8,53.64
2019-06-30,21.3,28.1,0.2,3.1,86.9,14.5,17.91,7.8,435.24
2019-07-01,21.3,27.8,0.0,2.9,88.6,14.5,12.4,8.8,253.08
2019-07-02,20.9,26.4,,2.9,81.6,14.5,20.76,7.4,469.8
2019-07-03,20.4,24.1,,1.9,91.1,14.5,14.21,7.9,324.36
2019-07-04,19.8,28.3,,2.1,75.8,14.5,27.35,4.8,582.84
2019-07-05,20.6,26.9,,1.7,70.3,14.5,23.58,6.0,501.6
2019-07-06,20.7,28.9,,3.2,65.9,14.5,30.39,2.0,652.68
2019-07-07,20.8,26.5,,3.5,66.1,14.4,28.06,6.6,552.84
2019-07-08,20.5,26.9,0.0,3.0,72.0,14.4,14.59,8.6,384.6
2019-07-09,20.2,26.1,,3.2,71.8,14.4,10.6,8.9,294.84
2019-07-10,20.7,22.7,35.1,3.7,87.8,14.4,3.54,9.9,182.04
2019-07-11,21.6,27.2,4.5,3.9,85.4,14.4,20.79,6.6,472.68
2019-07-12,21.5,28.9,,2.7,77.4,14.4,24.66,7.5,559.08
2019-07-13,21.0,23.5,0.0,2.2,83.5,14.4,10.22,9.6,159.12
2019-07-14,20.6,26.8,,2.3,74.8,14.3,26.71,6.3,531.36
2019-07-15,21.8,26.6,,2.2,78.4,14.3,18.58,6.6,457.92
2019-07-16,21.0,27.1,,2.6,77.5,14.3,27.54,2.3,502.32
2019-07-17,21.2,27.8,2.8,2.6,79.3,14.3,24.47,7.6,566.04
2019-07-18,21.2,23.0,38.5,1.6,97.1,14.2,4.01,10.0,84.48
2019-07-19,22.7,23.7,57.7,2.3,98.4,14.2,1.35,10.0,23.16
2019-07-20,23.0,23.9,172.2,6.3,98.8,14.2,2.35,10.0,21.84
2019-07-21,22.2,26.0,38.4,6.8,94.4,14.2,10.32,7.5,220.08
2019-07-22,22.9,29.1,,4.6,88.1,14.2,25.88,4.9,560.88
2019-07-23,24.9,29.9,,5.0,86.3,14.1,25.39,6.9,575.64
2019-07-24,24.6,29.3,0.0,4.4,89.1,14.1,16.62,8.6,358.68
2019-07-25,24.9,27.7,0.1,4.6,95.6,14.1,8.22,9.6,140.64
2019-07-26,24.7,26.8,0.0,5.6,96.1,14.1,7.78,9.0,198.72
2019-07-27,24.7,26.9,7.3,4.6,98.5,14.1,7.13,9.6,158.52
2019-07-28,25.7,29.1,,6.5,90.1,14.0,22.36,6.6,462.72
2019-07-29,25.2,30.3,2.3,4.6,88.8,14.0,19.64,5.6,465.84
2019-07-30,25.5,30.5,,4.9,87.8,14.0,27.29,5.0,558.96
2019-07-31,26.2,30.9,,5.1,83.0,13.9,27.98,2.5,598.92
2019-08-01,25.6,31.3,,4.3,81.9,13.9,28.05,0.9,605.28
2019-08-02,26.7,33.0,,2.2,72.5,13.9,28.05,1.3,587.76
2019-08-03,26.3,32.7,,2.3,72.4,13.9,27.18,3.8,563.4
2019-08-04,26.4,32.2,,2.3,68.1,13.8,25.48,2.0,536.88
2019-08-05,26.1,32.8,,2.3,66.1,13.8,24.88,4.5,525.84
2019-08-06,23.2,29.8,72.5,4.0,86.5,13.8,6.79,8.6,160.92
2019-08-07,23.4,30.9,1.2,4.9,86.4,13.8,26.79,4.3,565.68
2019-08-08,25.9,32.5,,2.4,77.9,13.7,26.0,4.3,553.56
2019-08-09,26.6,32.5,,1.6,76.6,13.7,21.53,6.3,473.28
2019-08-10,26.0,32.3,,2.8,77.0,13.7,24.44,5.5,518.76
2019-08-11,26.3,30.6,,3.0,79.9,13.6,22.46,6.9,547.08
2019-08-12,27.0,31.9,,2.7,78.0,13.6,27.06,5.4,534.36
2019-08-13,27.1,35.0,,2.8,66.6,13.6,27.58,3.5,544.44
2019-08-14,26.5,33.3,0.2,4.1,74.1,13.5,20.49,7.6,471.36
2019-08-15,26.7,28.5,6.2,3.2,86.0,13.5,7.74,9.0,161.76
2019-08-16,26.3,31.6,,5.6,76.0,13.5,25.27,4.8,545.28
2019-08-17,24.5,29.9,,4.3,73.9,13.4,27.38,0.0,576.36
2019-08-18,25.2,29.8,,3.8,82.9,13.4,20.62,3.8,475.68
2019-08-19,25.2,30.2,,2.2,78.3,13.4,20.04,7.3,401.52
2019-08-20,25.1,30.3,,3.1,74.3,13.3,14.87,8.3,291.24
2019-08-21,25.0,29.4,23.0,2.4,85.6,13.3,11.43,9.3,276.0
2019-08-22,25.0,27.3,45.1,5.9,94.8,13.3,3.63,9.3,84.84
2019-08-23,23.5,28.2,0.0,2.4,76.4,13.3,9.25,7.3,229.2
2019-08-24,21.6,28.3,0.0,2.4,64.1,13.2,19.39,6.0,393.36
2019-08-25,22.7,27.6,0.0,2.2,71.9,13.2,11.54,6.8,222.48
2019-08-26,21.8,28.8,,2.2,75.6,13.2,23.29,5.5,509.52
2019-08-27,22.2,25.1,4.7,2.0,95.6,13.1,4.15,10.0,85.44
2019-08-28,22.7,26.3,2.2,2.1,93.8,13.1,7.16,9.5,218.04
2019-08-29,22.1,24.3,1.2,2.9,89.1,13.0,4.44,9.5,94.68
2019-08-30,20.3,28.9,,3.3,72.5,13.0,24.19,4.0,524.28
2019-08-31,21.0,28.3,,3.1,66.4,13.0,23.25,4.3,521.16
2019-09-01,21.4,27.7,2.3,1.5,82.4,12.9,9.16,9.5,236.52
2019-09-02,20.2,22.9,40.4,1.7,98.6,12.9,3.22,10.0,67.92
2019-09-03,21.9,25.8,5.8,1.7,95.3,12.9,6.38,10.0,124.56
2019-09-04,22.0,26.8,1.3,1.8,93.3,12.8,8.85,9.3,198.48
2019-09-05,24.0,29.3,,1.8,88.6,12.8,20.48,7.3,434.16
2019-09-06,25.6,28.8,0.0,2.8,84.8,12.8,10.74,8.9,320.64
2019-09-07,24.1,27.3,12.3,6.5,88.1,12.7,8.67,8.8,224.52
2019-09-08,23.5,29.1,1.3,2.0,91.8,12.7,12.81,8.4,320.52
2019-09-09,23.9,30.5,,1.8,85.3,12.7,21.02,6.1,460.2
2019-09-10,25.2,29.2,,3.4,87.0,12.6,14.67,7.1,283.32
2019-09-11,23.3,29.2,13.4,2.6,87.6,12.6,10.55,9.3,312.12
2019-09-12,19.9,23.6,3.9,3.8,79.9,12.5,8.42,9.4,239.28
2019-09-13,20.5,27.4,,3.1,67.6,12.5,22.45,3.8,498.72
2019-09-14,20.1,27.7,,1.9,73.9,12.5,21.66,1.4,508.92
2019-09-15,21.5,29.3,,2.3,71.4,12.4,20.26,3.1,383.76
2019-09-16,20.2,28.0,,2.8,65.5,12.4,18.29,3.6,333.48
2019-09-17,19.6,28.1,,3.5,60.3,12.4,21.86,0.8,501.96
2019-09-18,19.6,28.2,,2.3,60.0,12.3,18.73,3.4,424.44
2019-09-19,18.7,25.6,,3.3,58.1,12.3,23.61,1.1,481.8
2019-09-20,18.0,26.5,0.3,3.7,66.1,12.3,17.68,7.8,286.44
2019-09-21,17.2,20.6,30.4,4.1,93.3,12.2,2.58,10.0,0.0
2019-09-22,17.1,19.1,81.6,7.4,95.6,12.2,1.82,10.0,0.0
2019-09-23,16.7,20.7,2.5,2.5,91.1,12.1,8.51,9.9,0.0
2019-09-24,15.8,24.2,,2.3,70.5,12.1,21.73,1.6,0.0
2019-09-25,15.8,25.4,,1.9,69.4,12.1,17.68,5.1,0.0
2019-09-26,19.1,27.8,,2.8,74.1,12.0,20.31,4.3,0.0
