瘤痢,瘤痢疙,老矫,弥历扁柯(∑C),弥绊扁柯(∑C),老碍荐樊(mm),乞闭 浅加(m/s),乞闭 惑措嚼档(%),啊炼矫埃(hr),钦拌 老荤樊(MJ/m2),乞闭 傈款樊(1/10)
159,何魂,2015-12-02,9.3,16.9,3,2.8,75.3,10,5.02,7.3
159,何魂,2015-12-03,3.5,9.9,,6.3,48.3,10,8.25,2.4
159,何魂,2015-12-04,3.3,10,,6.1,52.4,9.9,11.55,1.6
159,何魂,2015-12-05,3.4,10.7,,2.9,54,9.9,7.59,6
159,何魂,2015-12-06,6,10.6,,1.9,56.4,9.9,4.14,6.5
159,何魂,2015-12-07,5.2,16.5,,1.7,69.3,9.9,9.6,3.5
159,何魂,2015-12-08,7.3,17.3,,2.2,71.9,9.9,10.85,3.1
159,何魂,2015-12-09,8.6,16,,1.3,71.8,9.9,4.98,6.8
159,何魂,2015-12-10,11.2,13.9,32.5,2.2,94.6,9.9,.9,10
159,何魂,2015-12-11,6.4,13.1,9.5,3.7,76.9,9.9,2.16,8.8
159,何魂,2015-12-12,6.1,14.7,,3.3,57.8,9.8,10.57,2.4
159,何魂,2015-12-13,7.9,15.2,,1.9,58.4,9.8,9.21,3.9
159,何魂,2015-12-14,8.8,12.3,.5,2.3,79,9.8,2.01,8.8
159,何魂,2015-12-15,6.5,13.7,.5,2.6,70.5,9.8,6.1,6.3
159,何魂,2015-12-16,1,10.1,.5,4.5,53,9.8,9.93,4.3
159,何魂,2015-12-17,-1.4,4.7,,3.8,39.8,9.8,11.64,.1
159,何魂,2015-12-18,-2.5,7.6,,3.8,46.5,9.8,11.81,0
159,何魂,2015-12-19,2.7,13.9,,2.4,53.5,9.8,10.92,0
159,何魂,2015-12-20,6,11.5,1,1.8,68.9,9.8,2.72,9.3
159,何魂,2015-12-21,6.6,14.8,3.5,2.8,75.9,9.8,7.71,5.6
159,何魂,2015-12-22,4.6,16.4,,2.3,63.6,9.8,9.96,3.9
159,何魂,2015-12-23,9.2,15.2,.5,2.7,78.4,9.8,3.84,7.6
159,何魂,2015-12-24,6.4,14.2,,3,56.4,9.8,9.56,4.1
159,何魂,2015-12-25,2.2,9.8,,3.1,30.5,9.8,11.7,1.6
159,何魂,2015-12-26,2,12.6,,4.2,48.8,9.8,9.56,1.1
159,何魂,2015-12-27,1.3,10.4,,2.9,38.3,9.8,9.78,.5
159,何魂,2015-12-28,-2,5.4,,3.2,31.5,9.8,11.42,.1
159,何魂,2015-12-29,-1.6,8.3,,2.9,31.9,9.8,11.28,.6
159,何魂,2015-12-30,0,11,,2.3,41.3,9.8,11.05,0
159,何魂,2015-12-31,2.7,10.5,,3.2,51.9,9.8,10.01,1
